ID	Text	Pronoun	Pronoun-offset	A	A-offset	A-coref	B	B-offset	B-coref	URL
train-412	Anthony Edward Lowry ``Tony'' Britton (born 9 June 1924) is an English actor. He is the father of presenter Fern Britton, scriptwriter Cherry Britton and actor Jasper Britton. Britton was born above the Trocadero public house in Temple Street, Birmingham, England, the son of Doris Marguerite (n*e Jones) and Edward Leslie Britton. He attended Edgbaston Collegiate School, Birmingham and Thornbury Grammar School, Gloucestershire.	He	332	Britton	176	TRUE	Edward Leslie	309	FALSE	http://en.wikipedia.org/wiki/Tony_Britton
train-413	Samuel Johnson and Topham Beauclerk debated whether Hackman had meant to kill only himself. Johnson believed that the two pistols Hackman took with him to Covent Garden meant that he intended there to be two deaths. Boswell himself (who had visited Hackman in prison) wrote that the case showed ``the dreadful effects that the passion of Love may produce''. In his Mind-Forg'd Manacles (1987), the social historian Roy Porter argues that Hackman was well aware of the madness of his passion.	his	361	Boswell	216	FALSE	Hackman	249	FALSE	http://en.wikipedia.org/wiki/James_Hackman
train-414	She made her screen debut as a dancer in Alan Parker's 1980 musical drama Fame. Tilly's dance career came to an abrupt halt when, in 1979, a dance partner dropped her, causing a serious back injury. Forced to give up dancing because of complications stemming from her back injury, Tilly moved to Los Angeles to pursue a career as an actress and studied acting under Peggy Fuery.	her	264	Tilly	281	TRUE	Peggy Fuery	366	FALSE	http://en.wikipedia.org/wiki/Meg_Tilly
train-415	The Pageant attracts thousands of members of the Royal Black Preceptory, a group related to the Orange Order, who come to march and stage a symbolic (sham) re-enactment of the 1690 Battle of the Boyne. In June 1690, a Williamite army of 30,000 men camped in the Scarva area for training before marching on to meet the forces of King James II at the Battle of the Boyne on 1 July 1690. Whilst training his army, King William is said to have camped under a magnificent Spanish chestnut tree.	his	401	King James II	328	FALSE	King William	411	TRUE	http://en.wikipedia.org/wiki/Scarva
train-416	There are also signs during Ranulf's administration of resident justices in the counties who held courts for the king. Itinerant justices were probably also used to hear pleas that were reserved to the crown. While administering England for Rufus, Ranulf also supervised construction projects. Under his management, the first stone bridge in London was constructed.	his	300	Rufus	241	FALSE	Ranulf	248	TRUE	http://en.wikipedia.org/wiki/Ranulf_Flambard
train-417	Carol A. Beier is a Kansas Supreme Court Justice appointed by Governor Kathleen Sebelius. She took office September 5, 2003 to replace retiring Justice Bob Abbott.	She	90	Carol A. Beier	0	TRUE	Kathleen Sebelius	71	FALSE	http://en.wikipedia.org/wiki/Carol_A._Beier
train-418	Alice went to live with Nick's sister Kathy, who desperatley tried to contact Elsa but was shocked to discover she'd moved to Australia without telling anyone. Relising she was all Alice had left and just how selfish and uncaring Elsa was, Kathy took custody of Alice.	she	169	Alice	181	FALSE	Elsa	230	FALSE	http://en.wikipedia.org/wiki/Alice_Bates
train-419	He was replaced on tour by Chris ``Tank'' Murk throughout their summer touring of 2007. Before going into the studio to record their second album I Swear..., the band chose Chris Carroll as their new permanent drummer. Jeremy Gifford replaced Brian on bass guitar throughout the rest of 2007 playing on tour dates and recording with the band. He left the band in 2008 and started playing guitar for the band Lovedrug.	He	343	Jeremy Gifford	219	TRUE	Brian	243	FALSE	http://en.wikipedia.org/wiki/Inhale_Exhale
train-420	A few days later, McClusky allegedly saw his hat in a Broadway store under a sign which read ``Step in and buy a Merry Widow. The kind wore by Inspector McClusky, the swellest cop in the world''. Two years later, McClusky became a police inspector and assigned to the Fifth District by Commissioner Francis V. Greene. At 42 years old, he was the youngest man in the NYPD to hold the position.	he	335	McClusky	213	TRUE	Francis V. Greene	299	FALSE	http://en.wikipedia.org/wiki/George_W._McClusky
train-421	Robinson had not even brought his boots for the match and borrowed Starling's. He scored the goal in a 1--1 draw. Five days later Robinson was a non-playing member of the Wednesday squad which beat West Bromwich 4--2 in the FA Cup final. Conscious of his young age, Billy Walker only used Robinson occasionally in the 1935--36 season, and he made just five appearances.	his	251	Robinson	130	TRUE	Billy Walker	266	FALSE	http://en.wikipedia.org/wiki/Jackie_Robinson_(footballer)
train-422	Walters also co-founded Unknown Public in 1992 and works as a writer and editor. Pask worked as a sessions player and co-wrote the theme music for the long-running British ITV series The Bill. Thoms later appeared on Thomas Dolby's 1984 album The Flat Earth and toured with Dolby that year playing trombone. He also served as a member of staff at the Musicians' Union's head office in Britain.	He	308	Thoms	193	TRUE	Thomas Dolby	217	FALSE	http://en.wikipedia.org/wiki/Landscape_(band)
train-423	Ellison's recollection is that ``Kent, my county, were playing a game against Leicestershire in July and I approached captain David Gower and said: 'I'm going to make you pick me. ' I soon started to take wickets and was called into the squad for the fourth Test in Manchester.'' Ellison took 3--58 in the first-class match, including Gower's wicket in the only innings in which he bowled.	he	379	Ellison	280	TRUE	Gower	335	FALSE	http://en.wikipedia.org/wiki/Richard_Ellison_(cricketer)
train-424	Writing a decade later, George C*linescu noted that Ruinelor Cet**ii Neam*u was ``a disgraceful replica of C*rlova's Ruinurile T*rgovi*tii''. He also stressed the misogyny present in several lyrics authored by Hrisoverghi, which he defined as ``(having) the stray impulses of Romantic jokes and featuring ridiculous invectives''. In respect to this, he cited the stanza: Besides his translation of Dumas' novel, Alexandru Hrisoverghi is noted for those of poems by Ch*nier (to which he notably added his own verses), Friedrich Schiller (probably, through a French-language translation), Alphonse de Lamartine, and Victor Hugo.	his	379	Alexandru Hrisoverghi	412	TRUE	Ch*nier	465	FALSE	http://en.wikipedia.org/wiki/Alexandru_Hrisoverghi
train-425	There Are Debts is an album by David Hopkins, released in December 2010. It was produced by Matt Fish (musician and producer). All songs were written by David Hopkins. Strings and horns were arranged by David Hopkins. To promote the album David Hopkins performed live on Today with Pat Kenny (Monday 4 April 2011). He also performed live on PBS' Vegas In Tune.	He	315	David Hopkins	239	TRUE	Pat Kenny	282	FALSE	http://en.wikipedia.org/wiki/There_Are_Debts
train-426	She might look like butter wouldn't melt, but she's her father's daughter through and through.'' She was also described as conniving, backstabbing and cold-hearted. Altman described Dotty as ``a chip off the old block'', as did Nancy Banks-Smith from The Guardian though the Daily Record described Dotty as ``a chip off her grandma's block''.	her	320	Nancy Banks-Smith	228	FALSE	Dotty	298	TRUE	http://en.wikipedia.org/wiki/Dotty_Cotton
train-427	She shifted to high school, working in Gu*nica between 1942 and 1957. In 1947 and again in 1955, she served as acting school principal. Her first marriage ended in divorce and on December 25, 1944, she married Ismael Olivieri. The couple subsequently had two daughters, Antonia and Rebeca Olivieri Figueroa. In 1947, she published her first book of poetry Acridulces, which was described by critics as neo-Romantic, but which placed her within the first generation of academic and professional Puerto Ricans known as the Generation of the 50s.	she	317	Antonia	270	FALSE	Rebeca Olivieri Figueroa	282	FALSE	http://en.wikipedia.org/wiki/Loida_Figueroa_Mercado
train-428	He missed weeks 6 through 8 with a sprained ankle. In week 11 against St. Louis, Williams filled in for Foster, who had injured his elbow, and totaled 20 carries for 114 yards. In a Monday Night Football game against the Philadelphia Eagles, Williams started for an injured DeShaun Foster and managed 74 rushing yards on 17 carries and an impressive 101 receiving yards on 7 catches with a touchdown. He had 501 rushing yards and 1 touchdown on the year.	He	401	Williams	242	TRUE	DeShaun Foster	274	FALSE	http://en.wikipedia.org/wiki/DeAngelo_Williams
train-429	Robinson composed An American Requiem, which had its New England Premiere under the direction of Dr. Robert Russell and the USM Chorale. He also wrote ``Driving Old Memories'' with his father Ervin Robinson, and the country song ``Momma Never Had Life Easy -- So She Made Life Easy for Me''. In 2012 he wrote the music for the independent documentary In the Shadows of Grey Gardens In an article entitled ``Robinson and Ragtime'', David Welker called him ``one of today's leading proponents of early jazz and ragtime music''.	he	300	Ervin Robinson	192	FALSE	David Welker	431	FALSE	http://en.wikipedia.org/wiki/Aaron_Robinson_(composer)
train-430	Warner with the suggestion she and her sisters star in the film. Warner agreed, and Leota was summoned from New York to test for the part of Emma, but proved unsuitable. The studio substituted Gale Page, a young contractee as the fourth daughter. The actress would be tagged for the rest of her career as the fourth Lane.	her	291	Leota	84	TRUE	Emma	141	FALSE	http://en.wikipedia.org/wiki/Lane_Sisters
train-431	Since EDS had its own stock, there was an inherent conflict of interest between the companies- an EDS employee working in Detroit at a GM plant was not primarily concerned about GM's performance, but about EDS performance, so they had a blank check to throw money at problems, bill GM, and watch their EDS stock go up. Finally, as Lee quotes Perot - ``GM doesn't honor its contracts'' - Smith had said he would not interfere with Perot, but the relationship fractured from the start, with conflicts over promised compensation to EDS executives being rejected by Smith, who also sent auditors to EDS to irritate Perot.	he	402	Perot	430	FALSE	Smith	562	TRUE	http://en.wikipedia.org/wiki/Roger_Smith_(executive)
train-432	This army, known as the Atholl Highlanders, conducts largely social and ceremonial activities, and primarily consists of workers on the extensive Atholl Estates. The Castle no longer belongs directly to the Duke of Atholl, as the 10th Duke, George Iain Murray (1931--96), left the Castle in trust upon his death.	his	302	Duke	235	FALSE	George Iain Murray	241	TRUE	http://en.wikipedia.org/wiki/Blair_Atholl
train-433	Jean-Gabriel De Tarde or Gabriel Tarde in short (12 March 1843, Sarlat-la-Can*da, Dordogne -- 13 May 1904, Paris) French sociologist, criminologist and social psychologist who conceived sociology as based on small psychological interactions among individuals (much as if it were chemistry), the fundamental forces being imitation and innovation. Among the concepts that Tarde initiated were the group mind (taken up and developed by Gustave Le Bon, and sometimes advanced to explain so-called herd behaviour or crowd psychology), and economic psychology, where he anticipated a number of modern developments.	he	561	Tarde	370	TRUE	Gustave Le Bon	433	FALSE	http://en.wikipedia.org/wiki/Gabriel_Tarde
